"school" "minority" "female" "ses" "math"
"367" 1462 1 0 -0.088 4.518
"368" 1462 1 0 -0.158 6.125
"369" 1462 1 0 -0.158 9.167
"370" 1462 1 0 -0.268 16.095
"371" 1462 1 0 -0.288 4.31
"372" 1462 1 0 -0.328 6.986
"373" 1462 1 0 -0.358 4.103
"374" 1462 1 0 -0.358 8.163
"375" 1462 1 0 -0.378 13.809
"376" 1462 1 0 -0.378 23.818
"377" 1462 1 0 -0.388 9.474
"378" 1462 1 0 -0.398 10.386
"379" 1462 1 0 -0.488 17.996
"380" 1462 1 0 -0.498 12.074
"381" 1462 1 0 -0.498 21.452
"382" 1462 1 0 -0.518 6.789
"383" 1462 1 0 -0.528 6.331
"384" 1462 1 0 -0.558 8.762
"385" 1462 1 0 -0.598 18.801
"386" 1462 1 0 -0.638 5.337
"387" 1462 1 0 -0.658 15.794
"388" 1462 1 0 -0.708 5.189
"389" 1462 1 0 -0.708 19.043
"390" 1462 1 0 -0.728 3.115
"391" 1462 1 0 -0.728 9.625
"392" 1462 1 0 -0.738 16.975
"393" 1462 1 0 -0.758 7.718
"394" 1462 1 0 -0.778 11.479
"395" 1462 1 0 -0.798 10.189
"396" 1462 1 0 -0.808 9.437
"397" 1462 1 0 -0.818 20.133
"398" 1462 1 0 -0.868 9.909
"399" 1462 1 0 -0.918 7.964
"400" 1462 1 0 -0.948 0.722
"401" 1462 1 0 -0.948 14.277
"402" 1462 1 0 -0.958 1.975
"403" 1462 1 0 -1.068 6.34
"404" 1462 1 0 -1.068 9.071
"405" 1462 1 0 -1.098 12.283
"406" 1462 1 0 -1.178 7.772
"407" 1462 1 0 -1.208 2.693
"408" 1462 1 0 -1.318 11.252
"409" 1462 1 0 -1.458 9.607
"410" 1462 1 0 -1.508 23.066
"411" 1462 1 0 -1.648 8.168
"412" 1462 1 0 -1.708 22.581
"413" 1462 1 0 -1.918 22.289
"414" 1462 1 0 -1.948 1.283
"415" 1462 1 0 -2.058 5.321
"416" 1477 0 0 0.012 16.288
"417" 1477 0 0 0.022 22.714
"418" 1477 0 0 0.042 -0.203
"419" 1477 0 0 0.052 18.887
"420" 1477 0 0 0.072 16.262
"421" 1477 0 0 0.202 12.755
"422" 1477 0 0 0.262 3.846
"423" 1477 0 0 0.282 17.191
"424" 1477 0 0 0.352 16.304
"425" 1477 0 0 0.352 24.107
"426" 1477 0 0 0.392 7.106
"427" 1477 0 0 0.492 17.791
"428" 1477 0 0 0.562 11.031
"429" 1477 0 0 0.632 21.853
"430" 1477 0 0 0.662 18.171
"431" 1477 0 0 0.812 1.606
"432" 1477 0 0 0.932 14.732
"433" 1477 0 0 1.212 15.245
"434" 1477 0 0 1.222 20.246
"435" 1477 0 0 1.342 24.247
"436" 1477 0 0 1.512 14.076
"437" 1477 0 0 -0.108 3.976
"438" 1477 0 0 -0.118 24.812
"439" 1477 0 0 -0.208 22.84
"440" 1477 0 0 -0.238 22.493
"441" 1477 0 0 -0.248 12.508
"442" 1477 0 0 -0.388 -2.832
"443" 1477 0 0 -0.548 17.007
"444" 1477 0 0 -0.748 16.19
"445" 1477 0 0 -0.808 17.967
"446" 1477 0 0 -0.818 10.349
"447" 1477 0 0 -1.068 20.714
"448" 1477 0 1 0.002 21.951
"449" 1477 0 1 0.002 23.204
"450" 1477 0 1 0.152 8.856
"451" 1477 0 1 0.152 10.714
"452" 1477 0 1 0.252 7.873
"453" 1477 0 1 0.462 23.765
"454" 1477 0 1 0.642 16.061
"455" 1477 0 1 0.652 7.275
"456" 1477 0 1 0.652 14.809
"457" 1477 0 1 0.702 23.004
"458" 1477 0 1 0.892 11.724
"459" 1477 0 1 0.982 9.349
"460" 1477 0 1 1.072 4.999
"461" 1477 0 1 1.152 19.401
"462" 1477 0 1 1.312 22.396
"463" 1477 0 1 1.512 6.946
"464" 1477 0 1 -0.158 20.844
"465" 1477 0 1 -0.178 14.15
"466" 1477 0 1 -0.208 5.418
"467" 1477 0 1 -0.218 12.59
"468" 1477 0 1 -0.268 14.958
"469" 1477 0 1 -0.388 19.269
"470" 1477 0 1 -0.518 2.186
"471" 1477 0 1 -0.588 16.337
"472" 1477 0 1 -0.658 18.777
"473" 1477 0 1 -0.918 9.44
"474" 1477 0 1 -1.408 0.466
"475" 1477 1 0 -0.358 5.238
"476" 1477 1 0 -0.588 8.136
"477" 1477 1 1 -0.368 21.75
"478" 1499 0 0 0.102 7.88
"479" 1499 0 0 0.192 9.901
"480" 1499 0 0 0.222 21.907
"481" 1499 0 0 0.282 6.672
"482" 1499 0 0 0.662 21.791
"483" 1499 0 0 0.692 17.572
"484" 1499 0 0 -0.218 8.401
"485" 1499 0 0 -0.228 1.365
"486" 1499 0 0 -0.228 5.376
"487" 1499 0 0 -0.398 7.709
"488" 1499 0 0 -0.628 11.955
"489" 1499 0 1 0.362 23.542
"490" 1499 0 1 0.542 5.681
"491" 1499 0 1 0.832 5.35
"492" 1499 0 1 0.842 14.056
"493" 1499 0 1 -0.008 13.72
"494" 1499 0 1 -0.148 21.421
"495" 1499 0 1 -0.158 18.352
"496" 1499 0 1 -0.178 6.795
"497" 1499 0 1 -0.218 10.258
"498" 1499 0 1 -0.258 8.519
"499" 1499 0 1 -0.368 1.73
"500" 1499 0 1 -0.468 5.949
"501" 1499 0 1 -0.498 -2.195
"502" 1499 0 1 -0.648 -1.744
"503" 1499 0 1 -0.678 5.608
"504" 1499 0 1 -0.938 3.676
"505" 1499 0 1 -0.958 2.042
"506" 1499 0 1 -1.118 4.267
"507" 1499 0 1 -1.178 6.394
"508" 1499 1 0 -0.018 4.856
"509" 1499 1 0 -0.348 7.983
"510" 1499 1 0 -0.898 11.211
"511" 1499 1 0 -1.048 11.868
"512" 1499 1 0 -1.068 10.964
"513" 1499 1 0 -1.598 1.67
"514" 1499 1 0 -1.608 14.681
"515" 1499 1 0 -1.718 2.727
"516" 1499 1 0 -1.808 -0.818
"517" 1499 1 1 0.342 5.093
"518" 1499 1 1 0.382 2.404
"519" 1499 1 1 0.432 11.685
"520" 1499 1 1 -0.148 -1.462
"521" 1499 1 1 -0.328 13.571
"522" 1499 1 1 -0.578 6.018
"523" 1499 1 1 -0.678 0.259
"524" 1499 1 1 -0.928 4.087
"525" 1499 1 1 -1.068 1.647
"526" 1499 1 1 -1.068 6.718
"527" 1499 1 1 -1.078 4.179
"528" 1499 1 1 -1.468 2.497
"529" 1499 1 1 -1.788 1.679
"530" 1499 1 1 -1.818 8.532
"531" 1637 0 0 0.232 9.826
"532" 1637 0 0 0.622 5.571
"533" 1637 0 0 0.742 24.993
"534" 1637 0 0 -0.158 4.213
"535" 1637 0 0 -0.968 3.77
"536" 1637 0 1 0.362 20.394
"537" 1637 0 1 -0.688 18.052
"538" 1637 0 1 -1.278 6.065
"539" 1637 1 0 -0.568 5.87
"540" 1637 1 0 -0.658 10.524
"541" 1637 1 0 -1.238 -1.437
"542" 1637 1 0 -1.688 1.74
"543" 1637 1 0 -1.748 -2.374
"544" 1637 1 0 -1.948 17.621
"545" 1637 1 1 0.242 14.536
"546" 1637 1 1 -0.028 -2.832
"547" 1637 1 1 -0.368 -0.538
"548" 1637 1 1 -0.388 7.032
"549" 1637 1 1 -0.498 6.689
"550" 1637 1 1 -0.648 4.814
"551" 1637 1 1 -0.688 7.723
"552" 1637 1 1 -0.708 -1.211
"553" 1637 1 1 -0.758 2.202
"554" 1637 1 1 -1.408 3.595
"555" 1637 1 1 -1.518 7.138
"556" 1637 1 1 -1.548 11.613
"557" 1637 1 1 -1.748 4.062
"558" 1906 0 0 0.102 23.231
"559" 1906 0 0 0.202 24.457
"560" 1906 0 0 0.272 12.15
"561" 1906 0 0 0.272 16.426
"562" 1906 0 0 0.412 17.127
"563" 1906 0 0 0.592 22.107
"564" 1906 0 0 0.602 14.171
"565" 1906 0 0 0.702 14.63
"566" 1906 0 0 0.802 23.062
"567" 1906 0 0 0.822 17.985
"568" 1906 0 0 0.952 15.602
"569" 1906 0 0 1.012 16.667
"570" 1906 0 0 1.082 21.556
"571" 1906 0 0 1.122 22.222
"572" 1906 0 0 1.152 24.247
"573" 1906 0 0 1.292 22.59
"574" 1906 0 0 1.422 18.189
"575" 1906 0 0 1.512 7.865
"576" 1906 0 0 1.512 23.345
"577" 1906 0 0 -0.138 4.94
"578" 1906 0 0 -0.188 20.66
"579" 1906 0 0 -0.278 0.901
"580" 1906 0 0 -0.378 8.609
"581" 1906 0 1 0.152 10.484
"582" 1906 0 1 0.292 7.663
"583" 1906 0 1 0.362 7.297
"584" 1906 0 1 0.382 20.455
"585" 1906 0 1 0.382 21.122
"586" 1906 0 1 0.462 11.586
"587" 1906 0 1 0.532 12.916
"588" 1906 0 1 0.632 12.152
"589" 1906 0 1 0.892 21.572
"590" 1906 0 1 1.012 10.257
"591" 1906 0 1 1.012 16.312
"592" 1906 0 1 1.012 24.479
"593" 1906 0 1 1.082 22.826
"594" 1906 0 1 1.122 18.531
"595" 1906 0 1 1.292 17.926
"596" 1906 0 1 1.512 6.992
"597" 1906 0 1 1.512 18.386
"598" 1906 0 1 -0.048 20.194
"599" 1906 0 1 -0.068 14.798
"600" 1906 0 1 -0.088 21.028
"601" 1906 0 1 -0.138 24.479
"602" 1906 0 1 -0.298 20.115
"603" 1906 0 1 -0.518 4.805
"604" 1906 0 1 -0.538 16.801
"605" 1906 0 1 -0.588 23.482
"606" 1906 1 0 0.002 11.04
"607" 1906 1 0 0.282 -1.603
"608" 1906 1 0 -0.508 13.83
"609" 1906 1 1 0.132 14.449
"610" 1906 1 1 0.992 9.995
"611" 1909 0 0 0.332 12.279
"612" 1909 0 0 0.482 12.165
"613" 1909 0 0 0.532 19.385
"614" 1909 0 0 0.682 7.327
"615" 1909 0 0 0.762 8.645
"616" 1909 0 0 0.972 23.096
"617" 1909 0 0 1.022 23.286
"618" 1909 0 0 1.172 8.357
"619" 1909 0 0 1.362 8.132
"620" 1909 0 0 1.512 23.93
"621" 1909 0 0 -0.018 22.053
"622" 1909 0 0 -0.028 7.539
"623" 1909 0 0 -0.118 20.664
"624" 1909 0 0 -0.178 17.416
"625" 1909 0 0 -0.258 16
"626" 1909 0 0 -0.478 12.5
"627" 1909 0 0 -0.738 5.69
"628" 1909 0 1 0.182 13.907
"629" 1909 0 1 0.272 18.478
"630" 1909 0 1 0.312 22.585
"631" 1909 0 1 0.642 17.342
"632" 1909 0 1 0.892 14.593
"633" 1909 0 1 0.892 17.06
"634" 1909 0 1 -0.138 4.605
"635" 1909 0 1 -0.148 18.638
"636" 1909 0 1 -0.718 15.322
"637" 1909 0 1 -0.968 4.967
"638" 1909 0 1 -1.288 7.892
"639" 1942 0 0 0.312 13.926
"640" 1942 0 0 0.322 12.606
"641" 1942 0 0 0.412 24.041
"642" 1942 0 0 0.552 15.63
"643" 1942 0 0 0.902 11.204
"644" 1942 0 0 1.032 22.116
"645" 1942 0 0 1.152 17.344
"646" 1942 0 0 1.162 23.856
"647" 1942 0 0 1.192 24.479
"648" 1942 0 0 1.372 12.398
"649" 1942 0 0 -0.298 22.681
"650" 1942 0 0 -0.568 20.514
"651" 1942 0 1 0.002 9.468
"652" 1942 0 1 0.052 11.015
"653" 1942 0 1 0.132 18.211
"654" 1942 0 1 0.212 20.979
"655" 1942 0 1 0.442 21.991
"656" 1942 0 1 0.442 22.288
"657" 1942 0 1 0.532 14.702
"658" 1942 0 1 0.642 14.13
"659" 1942 0 1 0.702 21.084
"660" 1942 0 1 0.802 16.387
"661" 1942 0 1 1.052 23.613
"662" 1942 0 1 1.072 24.993
"663" 1942 0 1 1.192 16.903
"664" 1942 0 1 1.242 20.088
"665" 1942 0 1 1.282 23.023
"666" 1942 0 1 1.512 3.209
"667" 1942 1 0 0.922 22.337
"668" 1946 0 0 0.012 18.04
"669" 1946 0 0 0.012 22.354
"670" 1946 0 0 0.102 8.755
"671" 1946 0 0 0.462 4.784
"672" 1946 0 0 0.462 22.326
"673" 1946 0 0 0.492 22.986
"674" 1946 0 0 0.792 14.635
"675" 1946 0 0 0.802 11.625
"676" 1946 0 0 0.882 21.062
"677" 1946 0 0 1.002 24.993
"678" 1946 0 0 1.312 19.017
"679" 1946 0 0 -0.008 19.117
"680" 1946 0 0 -0.138 19.622
"681" 1946 0 0 -0.158 6.149
"682" 1946 0 0 -0.278 7.84
"683" 1946 0 0 -1.248 8.375
"684" 1946 0 1 0.052 1.755
"685" 1946 0 1 0.062 11.71
"686" 1946 0 1 0.172 7.833
"687" 1946 0 1 0.312 12.624
"688" 1946 0 1 0.492 22.254
"689" 1946 0 1 0.632 2.913
"690" 1946 0 1 0.762 23.834
"691" 1946 0 1 -0.118 7.938
"692" 1946 0 1 -0.128 7.778
"693" 1946 0 1 -0.138 4.468
"694" 1946 0 1 -0.248 10.79
"695" 1946 0 1 -0.308 9.154
"696" 1946 0 1 -0.318 3.209
"697" 1946 0 1 -0.458 17.672
"698" 1946 0 1 -0.588 14.393
"699" 1946 0 1 -0.648 6.358
"700" 1946 0 1 -0.758 16.863
"701" 1946 0 1 -1.378 7.937
"702" 1946 0 1 -1.398 3.605
"703" 1946 1 0 0.402 18.362
"704" 1946 1 0 1.382 11.075
"705" 1946 1 0 -1.058 21.883
"706" 1946 1 1 -1.068 7.341
"707" 2030 0 0 0.042 10.275
"708" 2030 0 0 0.172 19.887
"709" 2030 0 0 0.212 9.004
"710" 2030 0 0 0.272 23.736
"711" 2030 0 0 0.282 22.167
"712" 2030 0 0 0.402 15.893
"713" 2030 0 0 0.472 14.699
"714" 2030 0 0 0.702 15.608
"715" 2030 0 0 0.862 12.927
"716" 2030 0 0 0.932 5.129
